Level,Attachments (Image),Manufacturer (Image),Pending Changes (Image),Has Been Redlined (Image),Thumbnail,Sequence,Item Number,Item Description,Item Rev,Qty,Min Qty,Max Qty,Optional,Mut Excl,Ref Des,Item Footprint,BOM Notes,For Documentation,Child Action,Technology,Item Lifecycle,Subclass,BOM Description,REACH Compliance,RoHS Compliance,Encryption,REACH Up To Date,Moisture Sensitivity Level (MSL),Special Assembly Instructions,Single Source,Item P2 Notes,Operation Temperature,Manufacture Part Has Redline,Mfr. Name,Mfr Full Name,Mfr Priority Suffix,Mfr. Lifecycle Phase,Conflict Minerals Status,Mfr. Part Number,Mfr. Part Lifecycle Phase,Packaging Type,Preferred Status,Country of Origin (MP),Last Time Buy,Last Time Ship,Weight (Gram),REACH Up To Date.1,REACH Compliance.1,RoHS Compliance.1,Reference Notes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F102CS,Active,T&R,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-1001-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT021001FTH,Active,T/R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-071KL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-1001FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF1001,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F1001CS,Active,T&R 10K,Preferred,,,,0.000544,,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-131KL,Active,T&R 50K,,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040220KFT-NCN,RES-20K-0402-1%-1/16W,MCO007406,2,,,,,"R748,R753",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2002GLF,Active,T&R 10K,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FTE2002,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-2002-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F203CS‎‏,Active,T&R,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0720KL,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-2002FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF2002,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040221K5FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL7--21K5,Active,T&R 5K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0721K5L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2152GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#0402249RFT-NCN,RES-249R-0402-1%-1/16W,MCO002586,128,,,,,"R204,R205,R206,R207,R208,R211,R212,R220,R221,R222,R230,R231,R232,R233,R234,R235,R236,R244,R245,R246,R247,R248,R266,R272,R281,R287,R301,R302,R303,R304,R305,R308,R310,R314,R315,R316,R317,R320,R329,R338,R339,R340,R342,R343,R347,R350,R351,R352,R354,R358,R369,R383,R392,R399,R400,R405,R421,R426,R429,R430,R431,R432,R433,R434,R437,R438,R439,R440,R445,R458,R474,R477,R481,R482,R484,R485,R493,R494,R495,R496,R504,R506,R508,R509,R510,R511,R522,R525,R526,R527,R528,R529,R530,R531,R532,R533,R534,R535,R536,R537,R559,R560,R561,R562,R563,R564,R565,R566,R583,R584,R585,R586,R799,R814,R831,R837,R864,R868,R873,R878,R882,R886,R961,R965,R968,R969,R1016,R1042",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2490GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-2490-FTW,Active,T&R 10K,,,,,0.001555,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-07249RL,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04022K2FT-NCN,RES-2K2-0402-1%-1/16W,MCO003857,2,,,,,"R78,R79",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2201GLF,Active,,,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FT-2201,Active,,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-10W-2201FT,Active,T&R,,Taiwan,,,0.000624,,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072K2L,Active,,Preferred,Taiwan,,,0.000597,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04022KFT-NCN,RES-2K-0402-1%-1/16W,MCO007406,6,,,,,"R199,R377,R378,R893,R894,R910",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F202CS,Active,T&R,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF2001,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL6----2K,Active,T&R 10K,,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FT2001,EOL,T&R 10K,Preferred,Taiwan,,,0.00062,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072KL,Active,T&R,Preferred,Taiwan,,,0.000597,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2001GLF,Active,T&R,Preferred,Taiwan,,,0.000512,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04022R2FT-NCN,RES-2R2-0402-1%-1/16W,MCO002586,9,,,,,"R93,R94,R95,R96,R108,R109,R110,R111,R112",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FTE2R2,Active,,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-072R2L,Active,,Preferred,Taiwan,,,0.00059,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-2R2GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040231K6FT-NCN,RES-31K6-0402-1%-1/16W,MCO007406,1,,,,,R747,R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,,,-55°C to 125°C,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-3162GLF,Active,,,Taiwan,,,0.000512,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040231K6FKED,Active,T&R 10K,,Israel,,,0.0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-3162-FTW,Active,T&R 10K,,,,,0.00155,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL6--31K6,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0731K6L,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040233R2FT-NCN,RES-33R2-0402-1%-1/16W,MCO007406,27,,,,,"R22,R56,R153,R154,R169,R257,R288,R326,R407,R454,R469,R478,R770,R789,R790,R830,R861,R904,R919,R938,R945,R954,R974,R976,R981,R1127,R1151",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,1120-0003,-55°C to 125°C,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-33R2-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F33R2CS,Active,T&R,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RCD,RCDCOMPONENTS INC,,Approved,Yes by Manuf.,MC0402-33R2-FTW,Active,T&R 10K,,,,,0.001555,,20.SVHC_223_17Jan2022,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF33R2,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-33R2FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0733R2L,Active,T&R 10K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-33R2GLF,Active,T&R 10K,,Taiwan,,,0.000512,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT0233R2FTH,Active,T&R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04023K3FT-NCN,RES-3K3-0402-1%-1/16W,MCO005715,1,,,,,R895,R0402,,,Issue,SMT,Production,Resistor,,,,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,VIKING,VIKING TECH CORPORATION,.,Approved,Yes by Product,CR02FTE3301,Inactive,,Preferred,Taiwan,,,0.00062,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT023301FTH,Active,T/R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR-02FL6---3K3,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-073K3L,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,BOURNS,"Bourns, Inc",,Approved,Yes by Product,CR0402-FX-3301GLF,Active,,Preferred,Taiwan,,,0.000514,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040247K5FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040247K5FKED,Active,T&R 10K,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL6--47K5,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0747K5L,Active,T&R 10K,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040247R0FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040247R0FKED,Active,,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0747RL,Active,,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VIKING,VIKING TECH CORPORATION,,Approved,Yes by Product,CR02FL6--47R0,Active,T&R 10K,Preferred,Taiwan,,,0.00062,,19.SVHC_219_08Jul2021,RoHS3 with Exemptions,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#040249R9FT-NCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ASJ,ASJ Pte Ltd,,Disqualified,Unknown,CR10-49R9-FK,Inactive,T&R 10K,Inactive,,,,0.00057,,13. SVHC_191_27Jun2018,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,RALEC,RALEC INC,,Approved,Yes by Product,RTT0249R9FTH,Active,T&R 10K,Preferred,,,,0.000573,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,.,Approved,Yes by Product,RC0402FR-1349R9L,Active,T&R 50K,Preferred,Taiwan,,,0.00058,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-0749R9L,Active,T&R 20K,Preferred,Taiwan,,,0.000597,07/07/2017 00:00:00 IDT,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-49R9FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040249R9FKEE,Active,T&R  50K,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F49R9CS,Active,T&R  10K,Preferred,,,,0.0005,12/01/2017 00:00:00 IST,18.SVHC_211_19Jan2021,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VISHAY,VISHAY SEMICONDUCTOR CORP.,,Approved,Yes by Product,CRCW040249R9FKED,Active,T&R  10K,Preferred,Israel,,,0.000609,,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,ROHM,ROHM SEMICONDUCTOR LTD,,Approved,Not Conflict Free,MCR01MZPF49R9,Active,T&R 10K,,Thailand,,,0.0007,20/06/2016 00:00:00 IDT,17.SVHC_209_25Jun20,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,TRUE,TRUE,FALSE,FALSE,,0,ER#04024K7FT-NCN,RES-4K7-0402-1%-1/16W,MCO007406,231,,,,,"R8,R19,R21,R27,R30,R38,R39,R42,R75,R80,R82,R121,R122,R123,R130,R149,R164,R165,R168,R171,R172,R178,R179,R181,R182,R184,R185,R195,R201,R203,R216,R217,R226,R227,R240,R241,R249,R254,R260,R261,R265,R267,R268,R269,R270,R271,R274,R277,R278,R280,R290,R300,R309,R319,R325,R353,R355,R362,R366,R368,R373,R380,R385,R387,R388,R389,R390,R394,R395,R396,R398,R435,R436,R441,R442,R452,R453,R455,R456,R459,R460,R463,R464,R466,R467,R468,R470,R471,R475,R483,R488,R489,R499,R500,R505,R514,R515,R540,R541,R547,R548,R554,R555,R569,R570,R576,R577,R589,R590,R601,R602,R610,R613,R614,R617,R623,R624,R649,R650,R652,R658,R702,R704,R705,R708,R710,R711,R713,R795,R796,R803,R804,R810,R811,R819,R827,R828,R829,R832,R833,R834,R835,R838,R840,R842,R844,R845,R851,R860,R869,R871,R872,R876,R877,R879,R883,R884,R898,R899,R901,R905,R906,R911,R917,R922,R931,R932,R933,R934,R935,R936,R940,R941,R947,R948,R949,R950,R951,R952,R958,R967,R970,R971,R975,R977,R985,R986,R988,R991,R992,R995,R1002,R1004,R1010,R1011,R1012,R1013,R1014,R1019,R1020,R1026,R1027,R1034,R1035,R1036,R1037,R1058,R1059,R1074,R1075,R1081,R1082,R1088,R1089,R1095,R1096,R1102,R1103,R1109,R1110,R1129,R1130,R1132,R1133,R1134,R1135,R1137,R1139,R1140,R1141,R1161",R0402,,,Issue,SMT,Production,Resistor,,,RoHS2 with Exemptions,No,,‎1 – Unlimited,,NO,,-55°C to 125°C,False,SAMSUNG,SAMSUNG ELECTRO MECHANICS CO LTD,,Approved,Not Conflict Free,RC1005F472CS,Active,T&R,,,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 Compliant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-134K7L,Active,T&R 50K,,Taiwan,,,0.0,,24.SVHC_240_23Jan2024,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,VENKEL,VENKEL LTD,,Approved,Yes by Manuf.,CR0402-16W-4701FT,Active,T&R 10K,,Taiwan,,,0.000624,15/01/2018 00:00:00 IST,20.SVHC_223_17Jan2022,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,YAGEO,YAGEO CORPORATION,,Approved,Yes by Product,RC0402FR-074K7L,Active,T&R 10K,Preferred,Taiwan,,,0.000597,,23.SVHC_235_14Jun2023,RoHS3 with Exemptions,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
